,row_id,file_hash,raw_sha,count,url,mod_file,type,subtype_confidence,ask_robert,annotated,Robert reviewed,notes_free_text,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,subtype_num,original_subtype_label
6246,1061,2973261a8d5311b4de07759a4c09756074b1d2d6dc78506f93c0745c49a1afad,c12503537e72482781c4998b6c03cd01a142635900718ecd2cfbfbec1316cd95,1,https://modeldb.science/121253?tab=2&file=stnAxonDbsModel/kdifrl.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6247,1062,977da7b1b3eba5eb38357e99e81fe4f2d562afb2412be177739366a45f414230,1e2b983384708d1ec0ef9db337f4139904b2d8dcc27f167470d51b105c8740a9,1,https://modeldb.science/150240?tab=2&file=TCconvergenceModel/IM.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6248,1063,86a3931307d94d70ef934b6f62451f8731bf68f7700c9e98af20de1b07bd7124,f94d3878353a2ad6f46889147eacaa6840b9924264382afca9534c64fdbe14b6,1,https://modeldb.science/54903?tab=2&file=Hossain/km.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6249,1064,007656e71df0c37d29bb65b86cd003a5875216d6c27784abf47dc9287017f072,315010513de8e6f04862de869e7e6673ead4e0f9f298c0cb41a51012c6a817e8,5,https://modeldb.science/157157?tab=2&file=SaudargieneEtAl2015/nmda.mod,,Receptor,3 - Highly confident,n,y,,,,,,,subtype_5,
6250,1065,6bbfd0e32b33dd159f76d40a2fbb3b8c7a7119637e3cff84ef1a304204265651,abe923fa331197b68b3d316212eee632b7c7a5141044fe61c962cbc2083008a4,4,https://modeldb.science/157157?tab=2&file=SaudargieneEtAl2015/cadiffus.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6251,1066,a9a57a445db9ddec8326528ee4e25f89dcc22cf2f8fc645519d20542b54b3cfd,b21735ecfc79c879559a4dc00574323241180061322b5da0f806824a3b1ed608,1,https://modeldb.science/126637?tab=2&file=purkinje_ppr/CaP2cvode.mod,,I Ca,3 - Highly confident,n,y,,,,,,,subtype_5,
6252,1067,d60ca3ab1fb59a2c67663060a69be49c4563832c21eb7f9ce0c230f840bc54dc,8d930b654be6d633aba9900bbbd61a62e0ed0361cb1430692f684382f96de120,2,https://modeldb.science/267621?tab=2&file=code_pub/1292/mod/kd.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6253,1233,ad81746e98fbd67f27a7e4693d789c122d4c7dea8738bbbe8ca8f1e60e653310,6380ede1842a2543d810b629bfd01a8c35c00a253663ff7a7944cc2b7f28e61c,3,https://modeldb.science/187610?tab=2&file=arrayTomography/syns.mod,,Neither,1 - Not confident at all,y,y,,neither - not sure what kind of neither subtype this is,,,,,subtype_5,
6254,1069,cdb51a0cd970c9cfe11c054fce4ef7da1e31530a4acbd946208a8b907122c41e,9f14aeb9be4e6c617c8a9dfe275c5863f308b6ee48c7efc4268e525e9f4a5ebc,1,https://modeldb.science/267754?tab=2&file=FULL/Ikdrs.mod,,I K,2 - Mildly confident,n,y,,slow delayed rectifier,,,,,subtype_5,
6255,1070,c5d969f9b1da16fdd91ec76fd2214f2218488fe0c043eef086aaa84438421ecf,5319a40a9b46da698f683b301989a4add570e2d11d083558e42f3e1a0e4e2eb2,1,https://modeldb.science/232813?tab=2&file=Watanabe-et-al_2017/na.mod,,I Na,2 - Mildly confident,n,y,,assume NaT,,,,,subtype_5,
6256,1071,582b4d86d067f01fd378b745d3325e1ac8873e5b0cb2ab295c4fab230f6894b2,c779ba3669ae74339cfcdce5c36a3e4d68a0830066cf97b8535912741c2412ee,3,https://modeldb.science/267599?tab=2&file=cholinergic_shift_generalize/previous_ip3_dep_model/kdr.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6257,1072,70899e3ebe200dc708b7a172bdf64d8a14b2c3929a9a6795fa422e52e5c4615c,56108ea461c8f54a2211fa22a855b3eaea3d8da909881a0fe1d2c449434efcde,1,https://modeldb.science/150288?tab=2&file=KimEtAl2013/tone2pyrV.mod,,R Multi,3 - Highly confident,n,y,,skip since mixed,,,,,subtype_5,
6258,1073,04460d06cdc70e297d9e5e2cd8315067ce8d98c86c68059e9a1170aaa7c15208,5fe84ee8dedb6fd66833ab4d54ed6b68d4dfcf0208f4b112d4e2f1dea007b1d8,1,https://modeldb.science/256024?tab=2&file=DewellGabbiani2019/mods/LGMD_NaP.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_5,
6259,1074,11c0d203f0b4ae8b82de0538100d1e8fe74c6b6ed71f3638080cdf5ce299d8b1,097b60bbc23ed083cbb1cb6e072102d366b2baba2b995d7f0550220837d575c4,1,https://modeldb.science/144450?tab=2&file=CA1_Gomez_2011/mechanism/cat.mod,,I Ca,3 - Highly confident,n,y,,,,,,,subtype_5,
6260,1075,df2558cc7447513b8f4d1978a61d5c7f58791f53daff742e4ce82434bbce6c67,df2558cc7447513b8f4d1978a61d5c7f58791f53daff742e4ce82434bbce6c67,1,https://modeldb.science/249705?tab=2&file=plateau-potentials/mod/x86_64/vmax.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_5,
6261,1076,c3b86ea272b81424da47e744c4c07f9524aa0554a61176f1610586794448a205,86b4db322c3f59d9a25b42f5a8aa93006d1bb0a2b404559108fc03f3f5d6e3a5,6,https://modeldb.science/195615?tab=2&file=spidemo/savedist.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6262,1077,319d7ed4cee9b0374d780f1356b6c99b0a89d86a7c9c9ba2bbb975b181687971,9066073582f549d348df8162482da660ee73366e2517eb75c615bc344f5ff5ba,1,https://modeldb.science/2014832?tab=2&file=model/mod/beforestep_py.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6263,1078,0c731891578be4cb20dffb7b3e2d53853a1c6b949f6ea3d87735a76885c948b2,513ffe68b327533d450f4ca73793b6eb3fda971d229780bda03c95c8c4a05996,2,https://modeldb.science/151681?tab=2&file=bulb3d/ampanmda.mod,,R Multi,3 - Highly confident,n,y,,skip since mixed,,,,,subtype_5,
6264,1079,fbb6a4107b7af1245afcb834a4655ce532f20bd6933ebc7112ce4da5d8aa543d,d2aaff6e54c4a8af42d1cf35f947e9cd914605dd576afa3b93365389c25f2f87,4,https://modeldb.science/257028?tab=2&file=ZhangSantaniello2019/CCTC_model_scaleup/modfiles/io_na.mod,,I Na,1 - Not confident at all,y,y,,"8/9: reviewed but still don't know, only has h-gate (usually we assume NaP is m-gate)",,,,,subtype_5,
6265,1080,ab15f897e8aa759c4adec5dbb7bc06bc08392b59cb886a07658077a722c1a428,7d4423954959ca244787e7c139e2d7771d60dba8bb479d8399b400b8ecd16d9f,9,https://modeldb.science/65218?tab=2&file=nrntraub/mod/cat.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_5,
6266,1081,139d26811455af14c8e4a12dd1c99b5b28944ce7ca4bdc80fd8de2be9d397810,70bccca1bbab104e96eae4bd8508b0b441f10b3e19279d41b179fc6e7f352b87,1,https://modeldb.science/64195?tab=2&file=Stochastic/Stochastic_Na/na_stochastic.mod,,I Na,3 - Highly confident,n,y,,"8/9: reviewed, keep NaG",,,,,subtype_5,
6267,1096,4832825d03af1bcf5d306c7f20bc12ccd059b8c4f04c3d4600c767e0d130af8e,59dea7543276b2a6dff101e774df727060df5e12bcfd594402f5e8fcf87f91a1,2,https://modeldb.science/266578?tab=2&file=MaEtAl2020/erg.mod,,I K,3 - Highly confident,n,y,,8/9: hERG,,,,,subtype_5,
6268,1083,d3031a424ec15f50155671f02f6f08edb1517ad6cdf08e5c47cd94b118b3836f,b3fcecfdd4e8508230b33f5e2bb067d9bcfad8384d0af024be75e79ecf990f23,1,https://modeldb.science/195666?tab=2&file=DewellGabbiani2018/mod_files/LGMD_CaT.mod,,I Ca,3 - Highly confident,n,y,,,,,,,subtype_5,
6269,1084,0da9f9432a0124efb6ffffceb23af7e9696c9ba3df539d9cda439e69c1808ac9,ed23c1d54ed8997ee42989025ed5f0fa746cf06155f8a12ecd33e3c413ad3579,1,https://modeldb.science/137845?tab=2&file=Hines2011/invlfire.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6270,1085,6d583c44a34c77d7fc4a85eca62977109f58246873ab1af51f7ddf36e71db9fe,8b1193be76621a8a7dfe9841ce4bb32ef5263f390fee619845d27191e50b38d8,5,https://modeldb.science/2017403?tab=2&file=CelegansInterMotorNeuronsModels-main/cadiff.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6271,1086,a4ecbdd93af18d3fd99eda2c0856b425a8038899c931c9799e09eab98c1f4799,3febcd955a03f925ffa8e4389b526f4774b1daed925762affbce663c95a0d951,1,https://modeldb.science/6763?tab=2&file=canavier1999/mystim.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6272,1087,3cde66701830c15f74188f152d0f83f973a0c07f663ef723e85ec41af4e9552b,7be13fb2b623090e2bf3abb27e3e163ad8aed9427f308e79daa8b6a6418a8ea2,1,https://modeldb.science/128079?tab=2&file=na8st/mod/na8st.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_5,
6273,1088,0c5b347bb4b7743dd0afe9445934330856299d72114f3afabe3ec490c1f38f7a,d02cded2bae06d346551763544285dc025c5f588abc1b57bb8b99c1d1ea2e43c,1,https://modeldb.science/139421?tab=2&file=hpcdemo/misc.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6274,1089,ffff66b52ea2b731d2d18fd7fe4c12487b5b240591aa50a8e5584dc091fd8ed5,907d28274d94fd818a9dec31802893380db3b356de3403d7cd40dfc30e413eba,1,https://modeldb.science/8115?tab=2&file=fluct/IM.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6275,1090,78d170a83dab2299924a82f417ce548a6c3a62c39700090dbf530cc20dcdadec,55c38397ca0dbacaa91387eaec05c4aed31168a3a039d1620f739edc12c16471,11,https://modeldb.science/267661?tab=2&file=ModelDB%20Submission%20Feb%202023/FHF2KO%20Model%20Terminal%20Stimulation%20without%20Heating/Capsaicin_Puff.mod,,I Other,3 - Highly confident,n,y,,,,,,,subtype_5,
6276,1091,6cdd9526bf4e46788a4c619aeb9a8a002ab220a136b5937870eb28e5f9b7ea3a,86ae80f37a7557b9dad576ba14ea346ebe42ecbfcd76bb75837c966178ddc804,2,https://modeldb.science/266775?tab=2&file=lib/mechanisms/network/no_mod/cadyn_ms.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6277,1092,48a5913ce88bcf4b993b1830a33b9de495af31a7955872d11039644009454907,e6489d94050cad5f441ec8a19d0617887a231e2cd96e079da7a9045161649d83,2,https://modeldb.science/58173?tab=2&file=b05oct26/vecst.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_5,
6278,1093,562e16f586f72b3f483b88d61d00337166983c12309bbd115df4d76fa7a013f2,ea162724ab63f50cdbaea976574160931f03299ff10d5d90d97c926b70424b18,6,https://modeldb.science/239582?tab=2&file=RPCH_JNP17/kdrRL.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6279,1094,952d600ce072fca6adb0cf0b8720f373c1a40984c66b2bce27bc4089a400b6f7,f251b1653b33bf0af1e4c6214b28f7db90e423c0305824f547b1dd19b5a93c91,3,https://modeldb.science/58173?tab=2&file=b05oct26/kdrp.mod,,Exclude,3 - Highly confident,n,y,,,,,,,subtype_5,
6280,1095,a151168daf59ae97dbd482c4e515c34ef596328d5c1d08494eda06da9953c356,7dca3415a148d1f74e33fa30126e9ce3a4dae726d5aec35baa7edfd4d5fbd5f8,1,https://modeldb.science/125689?tab=2&file=CarvalhoBuonomano/Neuron2009/InhIAF.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6281,1060,16eb3ff25c2d795200e3676a8e815b2f65cb0a4b737ce46c3f7e728af45f77c9,f359984d972a54d005a295b49ae7e2135f50df2f1f357c11c28813d97906f04f,1,https://modeldb.science/119266?tab=2&file=CA1_Aged/mechanism/can.mod,,I Ca,3 - Highly confident,n,y,,8/9: Added N-subtypes. new subtype alert! looks like we need a new N-subtype channel for these test samples and for the training set? Do you agree? ,,,,,subtype_5,
6282,1097,edc859ab63f2a4561b8cabfc0b49590b09e624bb56e8687c60bfcced6dd01249,f1eec3800fdc884833959b3e7b5454edccd540a9ab17333b7bdced58aaafaf18,1,https://modeldb.science/267508?tab=2&file=MSN(DA)2011/chan_CaQ.mod,,I Ca,3 - Highly confident,n,y,,,,,,,subtype_5,
6283,1098,54c8673c41ef9a31a2533a526cf50a3ae2b3a63941e641e14dea8c6685e79a42,3e2092264922a5151f16335f87c7b0c22a1bbb59336943b11d8d469258a95f11,1,https://modeldb.science/3658?tab=2&file=gludiff/glubes4.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6284,1099,b5cb3a78755885a5c72c7752ac5d33007ce1058abb19c5cb14e50a4896f2b4ed,48852526157d2c5ed91beb00a73062a699a2da6d526cb73a1c6ee15def65092b,2,https://modeldb.science/267501?tab=2&file=Petousakis_et_al_2023_Model/mod.files/ca.mod,,I Ca,3 - Highly confident,n,y,,8/9: updated to HVA ,,,,,subtype_5,
6285,1100,9bc1289f29a78076d22f47280ea733d4fdcaee1ab04156fd7fb7e325b04198b4,15d3c44fc09ea451299be79edb9bf804a509db2e55a54b49929b55df91312963,1,https://modeldb.science/2015410?tab=2&file=L5_model_modeldb_060224_def/Kv.mod,,I K,3 - Highly confident,n,y,,8/9: reviewed,,,,,subtype_5,
6286,1147,abfca2300ba64786bbde702e9f7617b01e4d4998f5c77623a7ebf89e70bd6122,fbccf7d36e5ced70f47de057f2977c23ed6772f02e6b89de20aca3ad22ee3ebd,1,https://modeldb.science/267508?tab=2&file=MSN(DA)2011/chan_CaN.mod,,I Ca,3 - Highly confident,n,y,,8/9: Added N-subtypes. new subtype alert! looks like we need a new N-subtype channel for these test samples and for the training set? Do you agree? ,,,,,subtype_5,
6287,1148,79bddc9d16c1022ca3f1b2e5959c9b2862644498f278cc9693a42df40d9faa96,746ac94a3149b0dac713dae7a8d698fe696a61d449bbb4ac7f4d89002be6be5a,1,https://modeldb.science/266775?tab=2&file=lib/mechanisms/network/can_ms.mod,,I Ca,3 - Highly confident,n,y,,8/9: Added N-subtypes. new subtype alert! looks like we need a new N-subtype channel for these test samples and for the training set? Do you agree? ,,,,,subtype_5,
6288,1103,5180746f1ebdaeb93f06e7bf3b5dc7ec4529c8df0ca776e399540eda4d70edf7,7fab1b66abc78abb2aa6e2bd751ac63b26802ebf90c96cb7ca4280f9cb515b28,1,https://modeldb.science/144450?tab=2&file=CA1_Gomez_2011/mechanism/h.mod,,I H,3 - Highly confident,n,y,,,,,,,subtype_5,
6289,1104,90ba9fd9e703565e4e831f04428fd28a98715325dcebdc4344e78652be32ddf6,faf49e1df93764f47217ac1c57d85a939f9a996b02bbfbe2eb8d5d0215d5aa28,1,https://modeldb.science/143635?tab=2&file=CasaleEtAl2011/mhw.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6290,1105,50c84626f01cfb9c8facb42bd3059f534f34ba5e75914cac9a44ef75363c0841,fd93d867bf32fe332c5a7cd079bdf436582b2aae092b4efba6f79a9380ba7610,1,https://modeldb.science/119266?tab=2&file=CA1_Aged/mechanism/cadL.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6291,1220,6fe3f4a5b168122e9bd23c34681aa4c14ea2664d4746ccf86f06055b577aad90,cd965c405147483fcb7db82e970becd9f10396bfd0639c24129771d1cbbc3502,2,https://modeldb.science/185858?tab=2&file=CaHDemo/can.mod,,I Ca,3 - Highly confident,n,y,,8/9: Added N-subtypes. new subtype alert! looks like we need a new N-subtype channel for these test samples and for the training set? Do you agree? ,,,,,subtype_5,
6292,1107,92534899ce30bd90b5d22c579c71e120bcfbe51408ee068a22bcaa60b59392a6,653f6854d347e51304b02bd62d3a0336ff7a68fb2849ee2a15ba4952abe01a14,1,https://modeldb.science/234233?tab=2&file=KnoxEtAl2017/IM.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6293,1272,4577de24e43b9f9a0a7e34f1153fc2af7951d6c57e90b4ab4f098498a31fab14,96be77af9796fcab55584f63e2e42a192bc0e02e4cf92a80a26595946fc9a1f9,9,https://modeldb.science/235769?tab=2&file=Kim2017/fig4/CaN.mod,,I Ca,3 - Highly confident,n,y,,8/9: Added N-subtypes. new subtype alert! looks like we need a new N-subtype channel for these test samples and for the training set? Do you agree? ,,,,,subtype_5,
6294,1109,62d5e08dc062f4bc23be4ec9da023c9b713484ab3403019ed9dbde76449cae8b,4df2cb18354118f865ef38c54dbc9e27c642f42f1bbfacd5f27b49c49ca609d2,3,https://modeldb.science/246546?tab=2&file=Turi_et_al_2019/mechanisms/nap.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_5,
6295,1110,5420124857f0c140e2e5c912f74b8ee75134b7ac66ae93441d060be32ec8c8e4,abef606c5acdfde47d2b2dd97dbff663689570b0d7f79e224a7ecb0427a21975,1,https://modeldb.science/8210?tab=2&file=spikeinit/kd3h5.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6296,1111,f38e00d06ef9847dd31aed59c20095f38109b999237c4611f781490c81d048e3,47b172d4d7ea39b0d9b3153ab9fa666fcecba5f65515297c82040ae49c959951,15,https://modeldb.science/157157?tab=2&file=SaudargieneEtAl2015/hha_old.mod,,I Multi,3 - Highly confident,n,y,,skip since mixed,,,,,subtype_5,
6297,1112,86fc9cde63e8dd8096a8180fbff16283dd4e5fd2e1d79ea79ef2cd8939c0a58b,723e6e388266db78b7c6ee4bd6771bfeef294fba1a09654f6689845deac2b99e,2,https://modeldb.science/246546?tab=2&file=Turi_et_al_2019/mechanisms/ichan2.mod,,I Multi,3 - Highly confident,n,y,,skip since mixed,,,,,subtype_5,
6298,1113,9d3c2ba0d83357ea59b35cc8d807af967bfcdc969f2ddba07387567c24e6bf2e,84a82f97af227e2e8ad2034c90b8e69d7a6109096964a500e7ad5ce496bf37e3,1,https://modeldb.science/266775?tab=2&file=lib/mechanisms/single/naf.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_5,
6299,1114,4b6fa0fa59ad90042b362ba1926d64346fc38fbadb7131323ab9226e3cb061af,a0fcc400eda34f508b42ea962dd69b3a7e9fb9a1fe605c7b73361ce29c1bf905,1,https://modeldb.science/266498?tab=2&file=PelotEtAl_JNP_2020_Models/MultiCompartmentModels/Mod/KCa.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6300,1115,ae7a25ec8cc83b318ab4546ba4bf1b4baf7c97a280fb374992d813be4c8b4acc,123236f8455626ca722ff408688d23328a9ec5019e44d78d137993a219391c02,2,https://modeldb.science/266732?tab=2&file=Kim2020/fig2_4_6/syn_Ia.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6301,1116,f886fa67f9921b186a7517cb5f452d263a0f4aae0539b92434a61047fa4d8134,90fbd0110e177e9bdbd36acd07ea998084f3b65b888165019b68138d9165e398,4,https://modeldb.science/151681?tab=2&file=bulb3d/kdrmt.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6302,1117,03fbcf666ded19073d6efdbfbb7e9a282a96af35ce65e4e558c5c95a596878fe,209807bb58db8aac6edf93e3f589fe879a4dae197b129875c03a040235ff10af,1,https://modeldb.science/108458?tab=2&file=KampaStuart2006/mod/Ka.mod,,I K,3 - Highly confident,n,y,,Assume A-type -> A-type transient,,,,,subtype_5,
6303,1118,6a3b3f9aeb269072cedec65db9281d042d111daf3328b1bc69e41a163d7dd637,f0fcc49208bc3415f579bb306f0b6a7872c9bcad68f6fc498e9dc043a49e08d6,1,https://modeldb.science/232023?tab=2&file=cerebellar_granular_network/mechanisms/Golgi_CL/Golgi_KV.mod,,I K,3 - Highly confident,n,y,,8/9: reviewed,,,,,subtype_5,
6304,1119,0f955a2bd800e279f311adce14447c1930b5a86b199d46a22a421a42f96814a2,a2e7f21744a788f593e713a77fd4c706224a49258bd7355d6c5aec46a624719a,2,https://modeldb.science/135787?tab=2&file=ShuEtAl20062007/ia.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6305,1120,10bd38d4d7448a3c5e962a9b07c094e172d3711d57e722a28211eb0a021d2172,fd6af6564b365f5ec016b453c8f540a15780dea62597053d10cc402443541caf,100,https://modeldb.science/184333?tab=2&file=473863510/modfiles/NaTa.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_5,
6306,1121,6a27d3a6fcbaec6ec720e0cc0c6dd6c9dbd8f02d16d35a57aad4eb96587ae924,7714a0d25ac0018cd3d214635f8518ac8f95995a61e8405e9801b02c463c48fb,2,https://modeldb.science/267088?tab=2&file=ModelDB_upload/Hay-based_model/mod/K_Tst.mod,,I K,2 - Mildly confident,n,y,,It just says transient K current,,,,,subtype_5,
6307,1122,a2f14bdf96ff1f6be672c7db21f672a7d46b520261da1cd299387569857a3179,fab91a7074afc4c624a83bea703e9b8d2a04e5892b51799a85f623c95fd545f0,2,https://modeldb.science/2017405?tab=2&file=2017405/Cortical_Soma_I_M.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6308,1003,7354991f4247ae7290de26ba06bf215f0a20d9a6f0cf97ccf5f6acf2f2ac9a4a,c548b2ef7a0697680cf251ca6fde2c0f356809ccf59d44b86876820ae68eef1d,1,https://modeldb.science/2017143?tab=2&file=Spillover-master/mod/gigr.mod,,Neither,1 - Not confident at all,y,y,,8/9: not sure if receptor,,,,,subtype_5,
6309,1124,1be40a961d2dffd1f113a65b7caf1989b2e02d43f7c389f861e21a1b61cc804a,d5e39f15d41552cf744383225bcda355629e5f2994a44cc5bac4e339651030de,1,https://modeldb.science/266799?tab=2&file=PRC_network_code/figure3/mod/Isinunoisy.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6310,1125,29058f3c2cb510b40515b2790190088ac81a3fc4ee470e49e72d80911123b333,3df7d0791917a445cdd63045f2e4fd78c1a773cc1a39671c44e02320b66a0225,1,https://modeldb.science/266775?tab=2&file=lib/mechanisms/network/kaf_ms.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6311,1126,d63151737b2603ff6487c0f705e9e9470da5a1f0c4132713e69f6b0dbfd62cb9,7be97ff0a7f18fd0549d9cdf53dfa4182ffd70765b5813c7e5edd43cc1c27c6c,1,https://modeldb.science/243508?tab=2&file=Astro/neuronSims/cadifus.mod,,Neither,3 - Highly confident,n,y,,no AI explanation for this one,,,,,subtype_5,
6312,1127,3a4ead518e132e05926f25a73069c3ec644e2485af5da52095d2678c3818f007,6f463d694ffef9a92be907949893a53cb59b689e98a3762bd35f87244cc961fe,5,https://modeldb.science/139883?tab=2&file=ReConv/GRC_LKG1.mod,,I Other,3 - Highly confident,n,y,,,,,,,subtype_5,
6313,1128,faa780f11ab6f9e68aada5681f6425bead891d2cf6efea7c92aa21b2920fda9c,2fc1967105788d722ee593e51884b9be71aac042ebf6f24d974a383983d109c1,2,https://modeldb.science/82849?tab=2&file=pcell/cadyn.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6314,1129,06bc8592998b944366832bf494c70d2f6190f1f96fe49253d069667184fdc0f5,1b3e3c291f0c075c6a17eb19c06a41746a59f58b1f706755d9978fb20c855290,1,https://modeldb.science/150446?tab=2&file=VladimirovTuTraub2013/KcTraub1994.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6315,1130,d300040f4a3b6b6bc54c3006b7af792c74b3d0acc556f915da0424c9bd7b3d91,248035c7f8aff57ddb05705309231ee998f221125df2f81c19e922426215b334,1,https://modeldb.science/183718?tab=2&file=JNS-2015/integrator/BSKCch.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6316,1131,cd6648a125d09741daab4f669e7274422f3a4d5e5ee00bd20ade7f16a5cfcbdb,ffe04e86865a3adf90b4634561b3d8948f771874f4c4977d44544918f64d595f,1,https://modeldb.science/187604?tab=2&file=modeldbca1/ch_Navp.mod,,I Na,3 - Highly confident,n,y,,8/9: NaG -> NaS,,,,,subtype_5,
6317,1132,ff0ba509ac111f673f0368b413117bf9733cb0189cbb02e303c149275696c365,fee7611bdf866c2ac8a6c0f348446e057369eb2cb178da199e2e03f839f5506e,1,https://modeldb.science/266775?tab=2&file=lib/mechanisms/network/car_ms.mod,,I Ca,3 - Highly confident,n,y,,,,,,,subtype_5,
6318,1133,9202ac403db819812aa58739307232c17f3e021d8800366d25c39a35efc257be,8f3a4ead6c8f90fbc74e550d1277076055189a9425b936cde4bcc47fbaea08ad,1,https://modeldb.science/2017143?tab=2&file=Spillover-master/mod/adaptive_shom_NMDA.mod,,Receptor,3 - Highly confident,n,y,,,,,,,subtype_5,
6319,1134,9627cf5c784a4dca008e1bae13dfe6cb8be7144005e1c067e589064edc13a044,3ad30f9930f0af42e7fa5303012b88dadbd52d1ca0f48b26e5279af1bc747a73,2,https://modeldb.science/112685?tab=2&file=Golgi_cell/Pregen.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
6320,1135,74616138624537e802f4580cec9114eafa0d9eeaa8214500de6e4193678d78e0,cd5c1b7435a864cb80ac68c3e78b11514e833564bb0c102859f5ea2029723dc1,1,https://modeldb.science/53451?tab=2&file=hines2001/kca.mod,,I K,3 - Highly confident,n,y,,,,,,,subtype_5,
6321,1136,38d8df7c1c87017fc77bc82455ae8d7352fbf8f9eb3f2144333402e8361a3c92,4b3c6e9a759407ff92c21acf040a6d6a496ae7abb94ce834c55475c36a781cab,1,https://modeldb.science/150288?tab=2&file=KimEtAl2013/pyrV2pyrV_STFD.mod,,R Multi,3 - Highly confident,n,y,,skip since mixed,,,,,subtype_5,
6322,1137,5b1e7708055a3448ba24536db50ecf333f9e0de3adbda08d8f78901e9792f763,a715f5ebf5fa9da3821e02e992dc823fb8b2bcc405cf2eef96e61c3420141b87,1,https://modeldb.science/150621?tab=2&file=MahonEtAl2000/Leakm.mod,,I Other,3 - Highly confident,n,y,,,,,,,subtype_5,
6323,1138,4ece207e0e1e137e7eec553b6e6578e48754085589fb939b5fa209809b906584,0bf3117f93e7cfa8d12682ed3afe6e72007c1052eb5998e668f8bea19d764642,1,https://modeldb.science/256024?tab=2&file=DewellGabbiani2019/mods/kaprox.mod,,I K,3 - Highly confident,n,y,,Assume A-type -> A-type transient,,,,,subtype_5,
6324,1139,daab82ad4d18dc7cd84869397c476d30b83bf364c7a625778bf2bbe1b4fea9e5,a2f85362d1e3d4e601f24d0e3dc275d7aee7aab74d9d31a41acafb8dfa1d1e55,1,https://modeldb.science/125857?tab=2&file=FRB/leak.mod,,I Other,3 - Highly confident,n,y,,,,,,,subtype_5,
6325,1140,1966cd42c386be21fc71a47fcf5097ce1b5e40e1cdfdd2283b6d815206d63dc5,fc23c4d5909cdd018fa365c322635778bcdf48cf1fdae315ea358fd2bfa69f34,1,https://modeldb.science/258854?tab=2&file=LCNhippomodel/LCNhm-channelmods/iCaT.mod,,I Ca,3 - Highly confident,n,y,,,,,,,subtype_5,
6326,1141,14b796a14e918e47786285a214be3d664252b60145558feafa5ce637876d5ebb,f83e6d97521a6eaca4042c69bf0b0f58178a0a4f009c32648da77372162077a4,1,https://modeldb.science/223649?tab=2&file=AlturkiEtAl2016/4_LA/Original/nap.mod,,I Na,3 - Highly confident,n,y,,,,,,,subtype_5,
6327,1142,63d17c72e5c694e9cee5773bced9e3a0acd4ec26a1c9ca45f3759f3c2d2f2eb6,c6d6ea000c6e7a3e496cb88e18a43fe2b9e1f24cd049f4e476541fc5bcf3721f,1,https://modeldb.science/146030?tab=2&file=oconnoretal2012/SynForRndSpike.mod,,Neither,3 - Highly confident,n,y,,,,,,,subtype_5,
